,Chapter,Verse,Word
61264,14.0,53.0,may
61265,14.0,53.0,be
61266,14.0,53.0,warned
61267,14.0,53.0,thereby
61268,14.0,53.0,and
61269,14.0,53.0,know
61270,14.0,53.0,that
61271,14.0,53.0,He
61272,14.0,53.0,is
61273,14.0,53.0,One
61274,14.0,53.0,God
61275,14.0,53.0,and
61276,14.0,53.0,that
61277,14.0,53.0,people
61278,14.0,53.0,of
61279,14.0,53.0,understanding
61280,14.0,53.0,may
61281,14.0,53.0,remember
61282,15.0,1.0,In
61283,15.0,1.0,the
61284,15.0,1.0,name
61285,15.0,1.0,of
61286,15.0,1.0,God
61287,15.0,1.0,the
61288,15.0,1.0,Gracious
61289,15.0,1.0,the
61290,15.0,1.0,Merciful
61291,15.0,1.0,
61292,15.0,2.0,Alif
61293,15.0,2.0,Lam
61294,15.0,2.0,Ra
61295,15.0,2.0,These
61296,15.0,2.0,are
61297,15.0,2.0,the
61298,15.0,2.0,Verses
61299,15.0,2.0,of
61300,15.0,2.0,the
61301,15.0,2.0,Book
61302,15.0,2.0,a
61303,15.0,2.0,Quran
61304,15.0,2.0,that
61305,15.0,2.0,makes
61306,15.0,2.0,things
61307,15.0,2.0,clear
61308,15.0,2.0,
61309,15.0,3.0,Perhaps
61310,15.0,3.0,those
61311,15.0,3.0,who
61312,15.0,3.0,disbelieve
61313,15.0,3.0,would
61314,15.0,3.0,like
61315,15.0,3.0,to
61316,15.0,3.0,become
61317,15.0,3.0,Muslims
61318,15.0,3.0,
61319,15.0,4.0,Leave
61320,15.0,4.0,them
61321,15.0,4.0,to
61322,15.0,4.0,eat
61323,15.0,4.0,and
61324,15.0,4.0,enjoy
61325,15.0,4.0,and
61326,15.0,4.0,be
61327,15.0,4.0,lulled
61328,15.0,4.0,by
61329,15.0,4.0,hope
61330,15.0,4.0,They
61331,15.0,4.0,will
61332,15.0,4.0,find
61333,15.0,4.0,out
61334,15.0,4.0,
61335,15.0,5.0,We
61336,15.0,5.0,have
61337,15.0,5.0,never
61338,15.0,5.0,destroyed
61339,15.0,5.0,a
61340,15.0,5.0,town
61341,15.0,5.0,unless
61342,15.0,5.0,it
61343,15.0,5.0,had
61344,15.0,5.0,a
61345,15.0,5.0,set
61346,15.0,5.0,time
61347,15.0,5.0,
61348,15.0,6.0,No
61349,15.0,6.0,nation
61350,15.0,6.0,can
61351,15.0,6.0,bring
61352,15.0,6.0,its
61353,15.0,6.0,time
61354,15.0,6.0,forward
61355,15.0,6.0,nor
61356,15.0,6.0,can
61357,15.0,6.0,they
61358,15.0,6.0,delay
61359,15.0,6.0,it
61360,15.0,6.0,
61361,15.0,7.0,And
61362,15.0,7.0,they
61363,15.0,7.0,said
61364,15.0,7.0,O
61365,15.0,7.0,you
61366,15.0,7.0,who
61367,15.0,7.0,received
61368,15.0,7.0,the
61369,15.0,7.0,message
61370,15.0,7.0,you
61371,15.0,7.0,are
61372,15.0,7.0,insane
61373,15.0,7.0,
61374,15.0,8.0,Why
61375,15.0,8.0,do
61376,15.0,8.0,you
61377,15.0,8.0,not
61378,15.0,8.0,bring
61379,15.0,8.0,us
61380,15.0,8.0,the
61381,15.0,8.0,angels
61382,15.0,8.0,if
61383,15.0,8.0,you
61384,15.0,8.0,are
61385,15.0,8.0,truthful
61386,15.0,8.0,
61387,15.0,9.0,We
61388,15.0,9.0,do
61389,15.0,9.0,not
61390,15.0,9.0,send
61391,15.0,9.0,the
61392,15.0,9.0,angels
61393,15.0,9.0,down
61394,15.0,9.0,except
61395,15.0,9.0,with
61396,15.0,9.0,reason
61397,15.0,9.0,and
61398,15.0,9.0,they
61399,15.0,9.0,will
61400,15.0,9.0,not
61401,15.0,9.0,be
61402,15.0,9.0,held
61403,15.0,9.0,back
61404,15.0,9.0,
61405,15.0,10.0,Surely
61406,15.0,10.0,We
61407,15.0,10.0,revealed
61408,15.0,10.0,the
61409,15.0,10.0,Message
61410,15.0,10.0,and
61411,15.0,10.0,We
61412,15.0,10.0,will
61413,15.0,10.0,surely
61414,15.0,10.0,preserve
61415,15.0,10.0,it
61416,15.0,10.0,
61417,15.0,11.0,We
61418,15.0,11.0,sent
61419,15.0,11.0,others
61420,15.0,11.0,before
61421,15.0,11.0,you
61422,15.0,11.0,to
61423,15.0,11.0,the
61424,15.0,11.0,former
61425,15.0,11.0,communities
61426,15.0,11.0,
61427,15.0,12.0,But
61428,15.0,12.0,no
61429,15.0,12.0,messenger
61430,15.0,12.0,came
61431,15.0,12.0,to
61432,15.0,12.0,them
61433,15.0,12.0,but
61434,15.0,12.0,they
61435,15.0,12.0,ridiculed
61436,15.0,12.0,him
61437,15.0,12.0,
61438,15.0,13.0,Thus
61439,15.0,13.0,We
61440,15.0,13.0,slip
61441,15.0,13.0,it
61442,15.0,13.0,into
61443,15.0,13.0,the
61444,15.0,13.0,hearts
61445,15.0,13.0,of
61446,15.0,13.0,the
61447,15.0,13.0,guilty
61448,15.0,13.0,
61449,15.0,14.0,They
61450,15.0,14.0,do
61451,15.0,14.0,not
61452,15.0,14.0,believe
61453,15.0,14.0,in
61454,15.0,14.0,it
61455,15.0,14.0,though
61456,15.0,14.0,the
61457,15.0,14.0,ways
61458,15.0,14.0,of
61459,15.0,14.0,the
61460,15.0,14.0,ancients
61461,15.0,14.0,have
61462,15.0,14.0,passed
61463,15.0,14.0,away
61464,15.0,14.0,
61465,15.0,15.0,Even
61466,15.0,15.0,if
61467,15.0,15.0,We
61468,15.0,15.0,opened
61469,15.0,15.0,for
61470,15.0,15.0,them
61471,15.0,15.0,a
61472,15.0,15.0,gateway
61473,15.0,15.0,into
61474,15.0,15.0,the
61475,15.0,15.0,sky
61476,15.0,15.0,and
61477,15.0,15.0,they
61478,15.0,15.0,began
61479,15.0,15.0,to
61480,15.0,15.0,ascend
61481,15.0,15.0,through
61482,15.0,15.0,it
61483,15.0,15.0,
61484,15.0,16.0,They
61485,15.0,16.0,would
61486,15.0,16.0,still
61487,15.0,16.0,say
61488,15.0,16.0,Our
61489,15.0,16.0,eyes
61490,15.0,16.0,are
61491,15.0,16.0,hallucinating
61492,15.0,16.0,in
61493,15.0,16.0,fact
61494,15.0,16.0,we
61495,15.0,16.0,are
61496,15.0,16.0,people
61497,15.0,16.0,bewitched
61498,15.0,16.0,
61499,15.0,17.0,We
61500,15.0,17.0,placed
61501,15.0,17.0,constellations
61502,15.0,17.0,in
61503,15.0,17.0,the
61504,15.0,17.0,sky
61505,15.0,17.0,and
61506,15.0,17.0,made
61507,15.0,17.0,them
61508,15.0,17.0,beautiful
61509,15.0,17.0,to
61510,15.0,17.0,the
61511,15.0,17.0,beholders
61512,15.0,17.0,
61513,15.0,18.0,And
61514,15.0,18.0,We
61515,15.0,18.0,guarded
61516,15.0,18.0,them
61517,15.0,18.0,from
61518,15.0,18.0,every
61519,15.0,18.0,outcast
61520,15.0,18.0,devil
61521,15.0,18.0,
61522,15.0,19.0,Except
61523,15.0,19.0,one
61524,15.0,19.0,who
61525,15.0,19.0,steals
61526,15.0,19.0,a
61527,15.0,19.0,hearing
61528,15.0,19.0,and
61529,15.0,19.0,is
61530,15.0,19.0,followed
61531,15.0,19.0,by
61532,15.0,19.0,a
61533,15.0,19.0,visible
61534,15.0,19.0,projectile
61535,15.0,19.0,
61536,15.0,20.0,We
61537,15.0,20.0,spread
61538,15.0,20.0,the
61539,15.0,20.0,earth
61540,15.0,20.0,and
61541,15.0,20.0,placed
61542,15.0,20.0,stabilizers
61543,15.0,20.0,in
61544,15.0,20.0,it
61545,15.0,20.0,and
61546,15.0,20.0,in
61547,15.0,20.0,it
61548,15.0,20.0,We
61549,15.0,20.0,grew
61550,15.0,20.0,all
61551,15.0,20.0,things
61552,15.0,20.0,in
61553,15.0,20.0,proper
61554,15.0,20.0,measure
61555,15.0,20.0,
61556,15.0,21.0,And
61557,15.0,21.0,in
61558,15.0,21.0,it
61559,15.0,21.0,We
61560,15.0,21.0,created
61561,15.0,21.0,livelihoods
61562,15.0,21.0,for
61563,15.0,21.0,you
61564,15.0,21.0,and
61565,15.0,21.0,for
61566,15.0,21.0,those
61567,15.0,21.0,for
61568,15.0,21.0,whom
61569,15.0,21.0,you
61570,15.0,21.0,are
61571,15.0,21.0,not
61572,15.0,21.0,the
61573,15.0,21.0,providers
61574,15.0,21.0,
61575,15.0,22.0,There
61576,15.0,22.0,is
61577,15.0,22.0,not
61578,15.0,22.0,a
61579,15.0,22.0,thing
61580,15.0,22.0,but
61581,15.0,22.0,with
61582,15.0,22.0,Us
61583,15.0,22.0,are
61584,15.0,22.0,its
61585,15.0,22.0,stores
61586,15.0,22.0,and
61587,15.0,22.0,We
61588,15.0,22.0,send
61589,15.0,22.0,it
61590,15.0,22.0,down
61591,15.0,22.0,only
61592,15.0,22.0,in
61593,15.0,22.0,precise
61594,15.0,22.0,measure
61595,15.0,22.0,
61596,15.0,23.0,We
61597,15.0,23.0,send
61598,15.0,23.0,the
61599,15.0,23.0,fertilizing
61600,15.0,23.0,winds
61601,15.0,23.0,and
61602,15.0,23.0,send
61603,15.0,23.0,down
61604,15.0,23.0,water
61605,15.0,23.0,from
61606,15.0,23.0,the
61607,15.0,23.0,sky
61608,15.0,23.0,and
61609,15.0,23.0,give
61610,15.0,23.0,it
61611,15.0,23.0,to
61612,15.0,23.0,you
61613,15.0,23.0,to
61614,15.0,23.0,drink
61615,15.0,23.0,and
61616,15.0,23.0,you
61617,15.0,23.0,are
61618,15.0,23.0,not
61619,15.0,23.0,the
61620,15.0,23.0,ones
61621,15.0,23.0,who
61622,15.0,23.0,store
61623,15.0,23.0,it
61624,15.0,23.0,
61625,15.0,24.0,It
61626,15.0,24.0,is
61627,15.0,24.0,We
61628,15.0,24.0,who
61629,15.0,24.0,give
61630,15.0,24.0,life
61631,15.0,24.0,and
61632,15.0,24.0,cause
61633,15.0,24.0,death
61634,15.0,24.0,and
61635,15.0,24.0,We
61636,15.0,24.0,are
61637,15.0,24.0,the
61638,15.0,24.0,Inheritors
61639,15.0,24.0,
61640,15.0,25.0,And
61641,15.0,25.0,We
61642,15.0,25.0,know
61643,15.0,25.0,those
61644,15.0,25.0,of
61645,15.0,25.0,you
61646,15.0,25.0,who
61647,15.0,25.0,go
61648,15.0,25.0,forward
61649,15.0,25.0,and
61650,15.0,25.0,We
61651,15.0,25.0,know
61652,15.0,25.0,those
61653,15.0,25.0,who
61654,15.0,25.0,lag
61655,15.0,25.0,behind
61656,15.0,25.0,
61657,15.0,26.0,It
61658,15.0,26.0,is
61659,15.0,26.0,your
61660,15.0,26.0,Lord
61661,15.0,26.0,who
61662,15.0,26.0,will
61663,15.0,26.0,gather
61664,15.0,26.0,them
61665,15.0,26.0,together
61666,15.0,26.0,He
61667,15.0,26.0,is
61668,15.0,26.0,the
61669,15.0,26.0,Wise
61670,15.0,26.0,the
61671,15.0,26.0,Knowing
61672,15.0,26.0,
61673,15.0,27.0,We
61674,15.0,27.0,created
61675,15.0,27.0,the
61676,15.0,27.0,human
61677,15.0,27.0,being
61678,15.0,27.0,from
61679,15.0,27.0,clay
61680,15.0,27.0,from
61681,15.0,27.0,molded
61682,15.0,27.0,mud
61683,15.0,27.0,
61684,15.0,28.0,And
61685,15.0,28.0,the
61686,15.0,28.0,jinn
61687,15.0,28.0,We
61688,15.0,28.0,created
61689,15.0,28.0,before
61690,15.0,28.0,from
61691,15.0,28.0,piercing
61692,15.0,28.0,fire
61693,15.0,28.0,
61694,15.0,29.0,Your
61695,15.0,29.0,Lord
61696,15.0,29.0,said
61697,15.0,29.0,to
61698,15.0,29.0,the
61699,15.0,29.0,angels
61700,15.0,29.0,I
61701,15.0,29.0,am
61702,15.0,29.0,creating
61703,15.0,29.0,a
61704,15.0,29.0,human
61705,15.0,29.0,being
61706,15.0,29.0,from
61707,15.0,29.0,clay
61708,15.0,29.0,from
61709,15.0,29.0,molded
61710,15.0,29.0,mud
61711,15.0,29.0,
61712,15.0,30.0,When
61713,15.0,30.0,I
61714,15.0,30.0,have
61715,15.0,30.0,formed
61716,15.0,30.0,him
61717,15.0,30.0,and
61718,15.0,30.0,breathed
61719,15.0,30.0,into
61720,15.0,30.0,him
61721,15.0,30.0,of
61722,15.0,30.0,My
61723,15.0,30.0,spirit
61724,15.0,30.0,fall
61725,15.0,30.0,down
61726,15.0,30.0,prostrating
61727,15.0,30.0,before
61728,15.0,30.0,him
61729,15.0,30.0,
61730,15.0,31.0,So
61731,15.0,31.0,the
61732,15.0,31.0,angels
61733,15.0,31.0,prostrated
61734,15.0,31.0,themselves
61735,15.0,31.0,all
61736,15.0,31.0,together
61737,15.0,31.0,
61738,15.0,32.0,Except
61739,15.0,32.0,for
61740,15.0,32.0,Satan
61741,15.0,32.0,He
61742,15.0,32.0,refused
61743,15.0,32.0,to
61744,15.0,32.0,be
61745,15.0,32.0,among
61746,15.0,32.0,those
61747,15.0,32.0,who
61748,15.0,32.0,prostrated
61749,15.0,32.0,themselves
61750,15.0,32.0,
61751,15.0,33.0,He
61752,15.0,33.0,said
61753,15.0,33.0,O
61754,15.0,33.0,Satan
61755,15.0,33.0,what
61756,15.0,33.0,kept
61757,15.0,33.0,you
61758,15.0,33.0,from
61759,15.0,33.0,being
61760,15.0,33.0,among
61761,15.0,33.0,those
61762,15.0,33.0,who
61763,15.0,33.0,prostrated
61764,15.0,33.0,themselves
61765,15.0,33.0,
61766,15.0,34.0,He
61767,15.0,34.0,said
61768,15.0,34.0,I
61769,15.0,34.0,am
61770,15.0,34.0,not
61771,15.0,34.0,about
61772,15.0,34.0,to
61773,15.0,34.0,prostrate
61774,15.0,34.0,myself
61775,15.0,34.0,before
61776,15.0,34.0,a
61777,15.0,34.0,human
61778,15.0,34.0,being
61779,15.0,34.0,whom
61780,15.0,34.0,You
61781,15.0,34.0,created
61782,15.0,34.0,from
61783,15.0,34.0,clay
61784,15.0,34.0,from
61785,15.0,34.0,molded
61786,15.0,34.0,mud
61787,15.0,34.0,
61788,15.0,35.0,He
61789,15.0,35.0,said
61790,15.0,35.0,Then
61791,15.0,35.0,get
61792,15.0,35.0,out
61793,15.0,35.0,of
61794,15.0,35.0,here
61795,15.0,35.0,for
61796,15.0,35.0,you
61797,15.0,35.0,are
61798,15.0,35.0,an
61799,15.0,35.0,outcast
61800,15.0,35.0,
61801,15.0,36.0,And
61802,15.0,36.0,the
61803,15.0,36.0,curse
61804,15.0,36.0,will
61805,15.0,36.0,be
61806,15.0,36.0,upon
61807,15.0,36.0,you
61808,15.0,36.0,until
61809,15.0,36.0,the
61810,15.0,36.0,Day
61811,15.0,36.0,of
61812,15.0,36.0,Judgment
61813,15.0,36.0,
61814,15.0,37.0,He
61815,15.0,37.0,said
61816,15.0,37.0,My
61817,15.0,37.0,Lord
61818,15.0,37.0,reprieve
61819,15.0,37.0,me
61820,15.0,37.0,until
61821,15.0,37.0,the
61822,15.0,37.0,Day
61823,15.0,37.0,they
61824,15.0,37.0,are
61825,15.0,37.0,resurrected
61826,15.0,37.0,
61827,15.0,38.0,He
61828,15.0,38.0,said
61829,15.0,38.0,You
61830,15.0,38.0,are
61831,15.0,38.0,of
61832,15.0,38.0,those
61833,15.0,38.0,reprieved
61834,15.0,38.0,
61835,15.0,39.0,Until
61836,15.0,39.0,the
61837,15.0,39.0,Day
61838,15.0,39.0,of
61839,15.0,39.0,the
61840,15.0,39.0,time
61841,15.0,39.0,appointed
61842,15.0,39.0,
61843,15.0,40.0,He
61844,15.0,40.0,said
61845,15.0,40.0,My
61846,15.0,40.0,Lord
61847,15.0,40.0,since
61848,15.0,40.0,You
61849,15.0,40.0,have
61850,15.0,40.0,lured
61851,15.0,40.0,me
61852,15.0,40.0,away
61853,15.0,40.0,I
61854,15.0,40.0,will
61855,15.0,40.0,glamorize
61856,15.0,40.0,for
61857,15.0,40.0,them
61858,15.0,40.0,on
61859,15.0,40.0,earth
61860,15.0,40.0,and
61861,15.0,40.0,I
61862,15.0,40.0,will
61863,15.0,40.0,lure
61864,15.0,40.0,them
61865,15.0,40.0,all
61866,15.0,40.0,away
61867,15.0,40.0,
61868,15.0,41.0,Except
61869,15.0,41.0,for
61870,15.0,41.0,Your
61871,15.0,41.0,sincere
61872,15.0,41.0,servants
61873,15.0,41.0,among
61874,15.0,41.0,them
61875,15.0,41.0,
61876,15.0,42.0,He
61877,15.0,42.0,said
61878,15.0,42.0,This
61879,15.0,42.0,is
61880,15.0,42.0,a
61881,15.0,42.0,right
61882,15.0,42.0,way
61883,15.0,42.0,with
61884,15.0,42.0,Me
61885,15.0,42.0,
61886,15.0,43.0,Over
61887,15.0,43.0,My
61888,15.0,43.0,servants
61889,15.0,43.0,you
61890,15.0,43.0,have
61891,15.0,43.0,no
61892,15.0,43.0,authority
61893,15.0,43.0,except
61894,15.0,43.0,for
61895,15.0,43.0,the
61896,15.0,43.0,sinners
61897,15.0,43.0,who
61898,15.0,43.0,follow
61899,15.0,43.0,you
61900,15.0,43.0,
61901,15.0,44.0,And
61902,15.0,44.0,Hell
61903,15.0,44.0,is
61904,15.0,44.0,the
61905,15.0,44.0,meeting-place
61906,15.0,44.0,for
61907,15.0,44.0,them
61908,15.0,44.0,all
61909,15.0,44.0,
61910,15.0,45.0,It
61911,15.0,45.0,has
61912,15.0,45.0,seven
61913,15.0,45.0,doors
61914,15.0,45.0,for
61915,15.0,45.0,each
61916,15.0,45.0,door
61917,15.0,45.0,is
61918,15.0,45.0,an
61919,15.0,45.0,assigned
61920,15.0,45.0,class
61921,15.0,45.0,
61922,15.0,46.0,But
61923,15.0,46.0,the
61924,15.0,46.0,righteous
61925,15.0,46.0,will
61926,15.0,46.0,be
61927,15.0,46.0,in
61928,15.0,46.0,gardens
61929,15.0,46.0,with
61930,15.0,46.0,springs
61931,15.0,46.0,
61932,15.0,47.0,Enter
61933,15.0,47.0,it
61934,15.0,47.0,in
61935,15.0,47.0,peace
61936,15.0,47.0,and
61937,15.0,47.0,security
61938,15.0,47.0,
61939,15.0,48.0,And
61940,15.0,48.0,We
61941,15.0,48.0,will
61942,15.0,48.0,remove
61943,15.0,48.0,all
61944,15.0,48.0,ill-feelings
61945,15.0,48.0,from
61946,15.0,48.0,their
61947,15.0,48.0,heartsbrothers
61948,15.0,48.0,and
61949,15.0,48.0,sisters
61950,15.0,48.0,on
61951,15.0,48.0,couches
61952,15.0,48.0,facing
61953,15.0,48.0,one
61954,15.0,48.0,another
61955,15.0,48.0,
61956,15.0,49.0,No
61957,15.0,49.0,fatigue
61958,15.0,49.0,will
61959,15.0,49.0,ever
61960,15.0,49.0,touch
61961,15.0,49.0,them
61962,15.0,49.0,therein
61963,15.0,49.0,nor
61964,15.0,49.0,will
61965,15.0,49.0,they
61966,15.0,49.0,be
61967,15.0,49.0,asked
61968,15.0,49.0,to
61969,15.0,49.0,leave
61970,15.0,49.0,it
61971,15.0,49.0,
61972,15.0,50.0,Inform
61973,15.0,50.0,My
61974,15.0,50.0,servants
61975,15.0,50.0,that
61976,15.0,50.0,I
61977,15.0,50.0,am
61978,15.0,50.0,the
61979,15.0,50.0,Forgiver
61980,15.0,50.0,the
61981,15.0,50.0,Merciful
61982,15.0,50.0,
61983,15.0,51.0,And
61984,15.0,51.0,that
61985,15.0,51.0,My
61986,15.0,51.0,punishment
61987,15.0,51.0,is
61988,15.0,51.0,the
61989,15.0,51.0,painful
61990,15.0,51.0,punishment
61991,15.0,51.0,
61992,15.0,52.0,And
61993,15.0,52.0,inform
61994,15.0,52.0,them
61995,15.0,52.0,of
61996,15.0,52.0,the
61997,15.0,52.0,guests
61998,15.0,52.0,of
61999,15.0,52.0,Abraham
62000,15.0,52.0,
62001,15.0,53.0,When
62002,15.0,53.0,they
62003,15.0,53.0,entered
62004,15.0,53.0,upon
62005,15.0,53.0,him
62006,15.0,53.0,and
62007,15.0,53.0,said
62008,15.0,53.0,Peace
62009,15.0,53.0,He
62010,15.0,53.0,said
62011,15.0,53.0,We
62012,15.0,53.0,are
62013,15.0,53.0,wary
62014,15.0,53.0,of
62015,15.0,53.0,you
62016,15.0,53.0,
62017,15.0,54.0,They
62018,15.0,54.0,said
62019,15.0,54.0,Do
62020,15.0,54.0,not
62021,15.0,54.0,fear
62022,15.0,54.0,we
62023,15.0,54.0,bring
62024,15.0,54.0,you
62025,15.0,54.0,good
62026,15.0,54.0,news
62027,15.0,54.0,of
62028,15.0,54.0,a
62029,15.0,54.0,boy
62030,15.0,54.0,endowed
62031,15.0,54.0,with
62032,15.0,54.0,knowledge
62033,15.0,54.0,
62034,15.0,55.0,He
62035,15.0,55.0,said
62036,15.0,55.0,Do
62037,15.0,55.0,you
62038,15.0,55.0,bring
62039,15.0,55.0,me
62040,15.0,55.0,good
62041,15.0,55.0,news
62042,15.0,55.0,when
62043,15.0,55.0,old
62044,15.0,55.0,age
62045,15.0,55.0,has
62046,15.0,55.0,overtaken
62047,15.0,55.0,me
62048,15.0,55.0,What
62049,15.0,55.0,good
62050,15.0,55.0,news
62051,15.0,55.0,do
62052,15.0,55.0,you
62053,15.0,55.0,bring
62054,15.0,55.0,
62055,15.0,56.0,They
62056,15.0,56.0,said
62057,15.0,56.0,We
62058,15.0,56.0,bring
62059,15.0,56.0,you
62060,15.0,56.0,good
62061,15.0,56.0,news
62062,15.0,56.0,in
62063,15.0,56.0,truth
62064,15.0,56.0,so
62065,15.0,56.0,do
62066,15.0,56.0,not
62067,15.0,56.0,despair
62068,15.0,56.0,
62069,15.0,57.0,He
62070,15.0,57.0,said
62071,15.0,57.0,And
62072,15.0,57.0,who
62073,15.0,57.0,despairs
62074,15.0,57.0,of
62075,15.0,57.0,his
62076,15.0,57.0,Lords
62077,15.0,57.0,mercy
62078,15.0,57.0,but
62079,15.0,57.0,the
62080,15.0,57.0,lost
62081,15.0,57.0,
62082,15.0,58.0,He
62083,15.0,58.0,said
62084,15.0,58.0,So
62085,15.0,58.0,what
62086,15.0,58.0,is
62087,15.0,58.0,your
62088,15.0,58.0,business
62089,15.0,58.0,O
62090,15.0,58.0,envoys
62091,15.0,58.0,
62092,15.0,59.0,They
62093,15.0,59.0,said
62094,15.0,59.0,We
62095,15.0,59.0,were
62096,15.0,59.0,sent
62097,15.0,59.0,to
62098,15.0,59.0,a
62099,15.0,59.0,sinful
62100,15.0,59.0,people
62101,15.0,59.0,
62102,15.0,60.0,Except
62103,15.0,60.0,for
62104,15.0,60.0,the
62105,15.0,60.0,family
62106,15.0,60.0,of
62107,15.0,60.0,Lot
62108,15.0,60.0,we
62109,15.0,60.0,will
62110,15.0,60.0,save
62111,15.0,60.0,them
62112,15.0,60.0,all
62113,15.0,60.0,
62114,15.0,61.0,Except
62115,15.0,61.0,for
62116,15.0,61.0,his
62117,15.0,61.0,wife
62118,15.0,61.0,We
62119,15.0,61.0,have
62120,15.0,61.0,determined
62121,15.0,61.0,that
62122,15.0,61.0,she
62123,15.0,61.0,will
62124,15.0,61.0,be
62125,15.0,61.0,of
62126,15.0,61.0,those
62127,15.0,61.0,who
62128,15.0,61.0,lag
62129,15.0,61.0,behind
62130,15.0,61.0,
62131,15.0,62.0,And
62132,15.0,62.0,when
62133,15.0,62.0,the
62134,15.0,62.0,envoys
62135,15.0,62.0,came
62136,15.0,62.0,to
62137,15.0,62.0,the
62138,15.0,62.0,family
62139,15.0,62.0,of
62140,15.0,62.0,Lot
62141,15.0,62.0,
62142,15.0,63.0,He
62143,15.0,63.0,said
62144,15.0,63.0,You
62145,15.0,63.0,are
62146,15.0,63.0,a
62147,15.0,63.0,people
62148,15.0,63.0,unknown
62149,15.0,63.0,to
62150,15.0,63.0,me
62151,15.0,63.0,
62152,15.0,64.0,They
62153,15.0,64.0,said
62154,15.0,64.0,We
62155,15.0,64.0,bring
62156,15.0,64.0,you
62157,15.0,64.0,what
62158,15.0,64.0,they
62159,15.0,64.0,have
62160,15.0,64.0,doubts
62161,15.0,64.0,about
62162,15.0,64.0,
62163,15.0,65.0,We
62164,15.0,65.0,bring
62165,15.0,65.0,you
62166,15.0,65.0,the
62167,15.0,65.0,truth
62168,15.0,65.0,and
62169,15.0,65.0,we
62170,15.0,65.0,are
62171,15.0,65.0,truthful
62172,15.0,65.0,
62173,15.0,66.0,Travel
62174,15.0,66.0,with
62175,15.0,66.0,your
62176,15.0,66.0,family
62177,15.0,66.0,at
62178,15.0,66.0,the
62179,15.0,66.0,dead
62180,15.0,66.0,of
62181,15.0,66.0,the
62182,15.0,66.0,night
62183,15.0,66.0,and
62184,15.0,66.0,follow
62185,15.0,66.0,up
62186,15.0,66.0,behind
62187,15.0,66.0,them
62188,15.0,66.0,and
62189,15.0,66.0,let
62190,15.0,66.0,none
62191,15.0,66.0,of
62192,15.0,66.0,you
62193,15.0,66.0,look
62194,15.0,66.0,back
62195,15.0,66.0,and
62196,15.0,66.0,proceed
62197,15.0,66.0,as
62198,15.0,66.0,commanded
62199,15.0,66.0,
62200,15.0,67.0,And
62201,15.0,67.0,We
62202,15.0,67.0,informed
62203,15.0,67.0,him
62204,15.0,67.0,of
62205,15.0,67.0,Our
62206,15.0,67.0,decree
62207,15.0,67.0,the
62208,15.0,67.0,last
62209,15.0,67.0,remnant
62210,15.0,67.0,of
62211,15.0,67.0,these
62212,15.0,67.0,will
62213,15.0,67.0,be
62214,15.0,67.0,uprooted
62215,15.0,67.0,by
62216,15.0,67.0,early
62217,15.0,67.0,morning
62218,15.0,67.0,
62219,15.0,68.0,And
62220,15.0,68.0,the
62221,15.0,68.0,people
62222,15.0,68.0,of
62223,15.0,68.0,the
62224,15.0,68.0,town
62225,15.0,68.0,came
62226,15.0,68.0,joyfully
62227,15.0,68.0,
62228,15.0,69.0,He
62229,15.0,69.0,said
62230,15.0,69.0,These
62231,15.0,69.0,are
62232,15.0,69.0,my
62233,15.0,69.0,guests
62234,15.0,69.0,so
62235,15.0,69.0,do
62236,15.0,69.0,not
62237,15.0,69.0,embarrass
62238,15.0,69.0,me
62239,15.0,69.0,
62240,15.0,70.0,And
62241,15.0,70.0,fear
62242,15.0,70.0,God
62243,15.0,70.0,and
62244,15.0,70.0,do
62245,15.0,70.0,not
62246,15.0,70.0,disgrace
62247,15.0,70.0,me
62248,15.0,70.0,
62249,15.0,71.0,They
62250,15.0,71.0,said
62251,15.0,71.0,Did
62252,15.0,71.0,we
62253,15.0,71.0,not
62254,15.0,71.0,forbid
62255,15.0,71.0,you
62256,15.0,71.0,from
62257,15.0,71.0,strangers
62258,15.0,71.0,
62259,15.0,72.0,He
62260,15.0,72.0,said
62261,15.0,72.0,These
62262,15.0,72.0,are
62263,15.0,72.0,my
62264,15.0,72.0,daughters
62265,15.0,72.0,if
62266,15.0,72.0,you
62267,15.0,72.0,must
62268,15.0,72.0,
62269,15.0,73.0,By
62270,15.0,73.0,your
62271,15.0,73.0,life
62272,15.0,73.0,they
62273,15.0,73.0,were
62274,15.0,73.0,blundering
62275,15.0,73.0,in
62276,15.0,73.0,their
62277,15.0,73.0,drunkenness
62278,15.0,73.0,
62279,15.0,74.0,So
62280,15.0,74.0,the
62281,15.0,74.0,Blast
62282,15.0,74.0,struck
62283,15.0,74.0,them
62284,15.0,74.0,at
62285,15.0,74.0,sunrise
62286,15.0,74.0,
62287,15.0,75.0,And
62288,15.0,75.0,We
62289,15.0,75.0,turned
62290,15.0,75.0,it
62291,15.0,75.0,upside
62292,15.0,75.0,down
62293,15.0,75.0,and
62294,15.0,75.0,rained
62295,15.0,75.0,down
62296,15.0,75.0,upon
62297,15.0,75.0,them
62298,15.0,75.0,stones
62299,15.0,75.0,of
62300,15.0,75.0,baked
62301,15.0,75.0,clay
62302,15.0,75.0,
62303,15.0,76.0,Surely
62304,15.0,76.0,in
62305,15.0,76.0,that
62306,15.0,76.0,are
62307,15.0,76.0,lessons
62308,15.0,76.0,for
62309,15.0,76.0,those
